ccaa,periodo_origen,periodo_pred,h,ipv_pred,pi_80_low,pi_80_high,pi_95_low,pi_95_high,escenario,ratio_aseq_pred,modelo,fecha_ejecucion,explicacion
Canarias,2025Q4,2026Q3,3,190.91,186.01,200.34,184.0,203.24,salarios_4pct,1.3952,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2026Q4,4,195.04,189.9,206.72,187.39,209.8,salarios_0pct,1.5723,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2026Q4,4,195.04,189.9,206.72,187.39,209.8,central_salarios_2pct,1.489,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2026Q4,4,195.04,189.9,206.72,187.39,209.8,salarios_4pct,1.4115,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q1,5,199.18,192.86,215.52,190.36,220.13,salarios_0pct,1.6056,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q1,5,199.18,192.86,215.52,190.36,220.13,central_salarios_2pct,1.513,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q1,5,199.18,192.86,215.52,190.36,220.13,salarios_4pct,1.4274,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q2,6,203.31,198.67,224.69,195.42,231.4,salarios_0pct,1.6389,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q2,6,203.31,198.67,224.69,195.42,231.4,central_salarios_2pct,1.5368,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q2,6,203.31,198.67,224.69,195.42,231.4,salarios_4pct,1.4428,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q3,7,207.44,204.78,231.28,201.63,240.46,salarios_0pct,1.6722,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q3,7,207.44,204.78,231.28,201.63,240.46,central_salarios_2pct,1.5603,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q3,7,207.44,204.78,231.28,201.63,240.46,salarios_4pct,1.4577,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q4,8,211.58,212.37,238.89,206.36,249.57,salarios_0pct,1.7056,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q4,8,211.58,212.37,238.89,206.36,249.57,central_salarios_2pct,1.5835,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Canarias,2025Q4,2027Q4,8,211.58,212.37,238.89,206.36,249.57,salarios_4pct,1.4723,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.13 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q1,1,188.3,184.61,191.76,183.06,194.0,salarios_0pct,1.523,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q1,1,188.3,184.61,191.76,183.06,194.0,central_salarios_2pct,1.4638,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q1,1,188.3,184.61,191.76,183.06,194.0,salarios_4pct,1.4081,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q2,2,193.17,189.21,200.12,186.55,202.28,salarios_0pct,1.5623,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q2,2,193.17,189.21,200.12,186.55,202.28,central_salarios_2pct,1.4942,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q2,2,193.17,189.21,200.12,186.55,202.28,salarios_4pct,1.4304,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q3,3,198.03,192.95,207.81,190.86,210.82,salarios_0pct,1.6017,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q3,3,198.03,192.95,207.81,190.86,210.82,central_salarios_2pct,1.5243,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q3,3,198.03,192.95,207.81,190.86,210.82,salarios_4pct,1.4521,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q4,4,202.9,197.55,215.04,194.94,218.25,salarios_0pct,1.6411,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q4,4,202.9,197.55,215.04,194.94,218.25,central_salarios_2pct,1.5541,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2026Q4,4,202.9,197.55,215.04,194.94,218.25,salarios_4pct,1.4733,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q1,5,207.77,201.18,224.82,198.57,229.62,salarios_0pct,1.6804,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q1,5,207.77,201.18,224.82,198.57,229.62,central_salarios_2pct,1.5835,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q1,5,207.77,201.18,224.82,198.57,229.62,salarios_4pct,1.4939,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q2,6,212.64,207.79,235.0,204.39,242.02,salarios_0pct,1.7198,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q2,6,212.64,207.79,235.0,204.39,242.02,central_salarios_2pct,1.6126,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q2,6,212.64,207.79,235.0,204.39,242.02,salarios_4pct,1.514,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q3,7,217.5,214.72,242.5,211.41,252.12,salarios_0pct,1.7592,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q3,7,217.5,214.72,242.5,211.41,252.12,central_salarios_2pct,1.6414,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q3,7,217.5,214.72,242.5,211.41,252.12,salarios_4pct,1.5335,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q4,8,222.37,223.21,251.08,216.89,262.3,salarios_0pct,1.7985,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q4,8,222.37,223.21,251.08,216.89,262.3,central_salarios_2pct,1.6698,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cantabria,2025Q4,2027Q4,8,222.37,223.21,251.08,216.89,262.3,salarios_4pct,1.5526,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.87 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q1,1,151.69,148.72,154.47,147.47,156.28,salarios_0pct,1.2112,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q1,1,151.69,148.72,154.47,147.47,156.28,central_salarios_2pct,1.1642,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q1,1,151.69,148.72,154.47,147.47,156.28,salarios_4pct,1.1198,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q2,2,155.1,151.93,160.69,149.79,162.42,salarios_0pct,1.2385,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q2,2,155.1,151.93,160.69,149.79,162.42,central_salarios_2pct,1.1845,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q2,2,155.1,151.93,160.69,149.79,162.42,salarios_4pct,1.1338,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q3,3,158.52,154.45,166.34,152.78,168.75,salarios_0pct,1.2657,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q3,3,158.52,154.45,166.34,152.78,168.75,central_salarios_2pct,1.2046,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q3,3,158.52,154.45,166.34,152.78,168.75,salarios_4pct,1.1475,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q4,4,161.93,157.66,171.62,155.58,174.18,salarios_0pct,1.293,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q4,4,161.93,157.66,171.62,155.58,174.18,central_salarios_2pct,1.2244,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2026Q4,4,161.93,157.66,171.62,155.58,174.18,salarios_4pct,1.1608,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q1,5,165.35,160.1,178.92,158.03,182.74,salarios_0pct,1.3202,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q1,5,165.35,160.1,178.92,158.03,182.74,central_salarios_2pct,1.2441,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q1,5,165.35,160.1,178.92,158.03,182.74,salarios_4pct,1.1737,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q2,6,168.76,164.91,186.51,162.21,192.08,salarios_0pct,1.3475,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q2,6,168.76,164.91,186.51,162.21,192.08,central_salarios_2pct,1.2635,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q2,6,168.76,164.91,186.51,162.21,192.08,salarios_4pct,1.1862,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q3,7,172.17,169.97,191.96,167.35,199.57,salarios_0pct,1.3748,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q3,7,172.17,169.97,191.96,167.35,199.57,central_salarios_2pct,1.2827,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q3,7,172.17,169.97,191.96,167.35,199.57,salarios_4pct,1.1984,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q4,8,175.59,176.25,198.26,171.26,207.12,salarios_0pct,1.402,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q4,8,175.59,176.25,198.26,171.26,207.12,central_salarios_2pct,1.3017,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla - La Mancha,2025Q4,2027Q4,8,175.59,176.25,198.26,171.26,207.12,salarios_4pct,1.2103,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+3.41 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q1,1,171.1,167.75,174.24,166.34,176.28,salarios_0pct,1.3928,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q1,1,171.1,167.75,174.24,166.34,176.28,central_salarios_2pct,1.3387,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q1,1,171.1,167.75,174.24,166.34,176.28,salarios_4pct,1.2877,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q2,2,175.59,172.0,181.91,169.58,183.88,salarios_0pct,1.4293,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q2,2,175.59,172.0,181.91,169.58,183.88,central_salarios_2pct,1.367,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q2,2,175.59,172.0,181.91,169.58,183.88,salarios_4pct,1.3086,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q3,3,180.09,175.46,188.98,173.57,191.71,salarios_0pct,1.4659,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q3,3,180.09,175.46,188.98,173.57,191.71,central_salarios_2pct,1.3951,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q3,3,180.09,175.46,188.98,173.57,191.71,salarios_4pct,1.329,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q4,4,184.58,179.71,195.62,177.33,198.54,salarios_0pct,1.5024,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q4,4,184.58,179.71,195.62,177.33,198.54,central_salarios_2pct,1.4228,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2026Q4,4,184.58,179.71,195.62,177.33,198.54,salarios_4pct,1.3488,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q1,5,189.07,183.07,204.59,180.7,208.95,salarios_0pct,1.539,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q1,5,189.07,183.07,204.59,180.7,208.95,central_salarios_2pct,1.4502,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q1,5,189.07,183.07,204.59,180.7,208.95,salarios_4pct,1.3682,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q2,6,193.56,189.15,213.91,186.05,220.31,salarios_0pct,1.5756,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q2,6,193.56,189.15,213.91,186.05,220.31,central_salarios_2pct,1.4774,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q2,6,193.56,189.15,213.91,186.05,220.31,salarios_4pct,1.387,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q3,7,198.05,195.51,220.81,192.5,229.57,salarios_0pct,1.6121,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q3,7,198.05,195.51,220.81,192.5,229.57,central_salarios_2pct,1.5042,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q3,7,198.05,195.51,220.81,192.5,229.57,salarios_4pct,1.4053,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q4,8,202.54,203.3,228.69,197.55,238.91,salarios_0pct,1.6487,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q4,8,202.54,203.3,228.69,197.55,238.91,central_salarios_2pct,1.5307,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Castilla y León,2025Q4,2027Q4,8,202.54,203.3,228.69,197.55,238.91,salarios_4pct,1.4232,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.49 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q1,1,197.85,193.97,201.48,192.35,203.84,salarios_0pct,1.5224,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q1,1,197.85,193.97,201.48,192.35,203.84,central_salarios_2pct,1.4633,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q1,1,197.85,193.97,201.48,192.35,203.84,salarios_4pct,1.4076,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q2,2,202.27,198.13,209.55,195.34,211.82,salarios_0pct,1.5565,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q2,2,202.27,198.13,209.55,195.34,211.82,central_salarios_2pct,1.4886,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q2,2,202.27,198.13,209.55,195.34,211.82,salarios_4pct,1.425,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q3,3,206.7,201.39,216.9,199.21,220.04,salarios_0pct,1.5905,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q3,3,206.7,201.39,216.9,199.21,220.04,central_salarios_2pct,1.5137,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q3,3,206.7,201.39,216.9,199.21,220.04,salarios_4pct,1.4419,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q4,4,211.12,205.55,223.76,202.84,227.09,salarios_0pct,1.6245,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q4,4,211.12,205.55,223.76,202.84,227.09,central_salarios_2pct,1.5384,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2026Q4,4,211.12,205.55,223.76,202.84,227.09,salarios_4pct,1.4584,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q1,5,215.55,208.71,233.24,206.0,238.22,salarios_0pct,1.6586,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q1,5,215.55,208.71,233.24,206.0,238.22,central_salarios_2pct,1.5629,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q1,5,215.55,208.71,233.24,206.0,238.22,salarios_4pct,1.4745,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q2,6,219.97,214.95,243.1,211.43,250.36,salarios_0pct,1.6926,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
Cataluña,2025Q4,2027Q2,6,219.97,214.95,243.1,211.43,250.36,central_salarios_2pct,1.5871,drift,2026-07-18,"drift: tendencia de los últimos 8 trimestres (+4.42 pts/trimestre); banda = cuantiles empíricos de los errores de backtesting (validación + test, declarado)"
